Program,Age ,Gender,Race,Household,House income 
Family Swim 04/18/25 5:45-6:45pm,45,female,"White/European descent,",4,"$90,001+"
Family Swim 04/18/25 5:45-6:45pm,39,female,"White/European descent,",3,"$90,001+"
Family Swim 04/18/25 5:45-6:45pm,23,male,Black/African-American (having origins in Sub-Saharan Africa,4,"$50,001-60,000"
Family Swim 04/18/25 5:45-6:45pm,24,male,"White/European descent,",2,"$80,001-90,000"
Family Swim 04/18/25 5:45-6:45pm,57,male,"White/European descent,",2,"$80,001-90,000"
Family Swim 04/18/25 5:45-6:45pm,0,male,"White/European descent,",3,"$90,001+"
Family Swim 04/18/25 5:45-6:45pm,41,female,"White/European descent,",5,"$10,001-20,000"
Family Swim 04/18/25 5:45-6:45pm,29,female,"White/European descent,",1,"$60,001-70,000"
Family Swim 04/18/25 5:45-6:45pm,39,male,"White/European descent,",5,"$30,001-40,000"
Family Swim 04/18/25 5:45-6:45pm,7,male,"White/European descent,",5,"$10,001-20,000"
Family Swim 04/18/25 5:45-6:45pm,41,female,"White/European descent,",4,"$50,001-60,000"
Family Swim 04/18/25 5:45-6:45pm,9,female,"White/European descent,",4,"<$10,000"
Family Swim 04/18/25 5:45-6:45pm,7,male,"White/European descent,",4,"<$10,000"
Family Swim 04/18/25 5:45-6:45pm,44,male,"White/European descent,",4,"$60,001-70,000"
Family Swim 04/18/25 5:45-6:45pm,17,male,Black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 04/21/25 4:00-5:00pm,33,female,Black/African-American (having origins in Sub-Saharan Africa,5,"$20,001-30,000"
Family Swim 04/21/25 4:00-5:00pm,17,male,Black/African-American (having origins in Sub-Saharan Africa,6,"<$10,000"
Family Swim 04/21/25 4:00-5:00pm,17,male,Black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 04/21/25 4:00-5:00pm,17,male,Black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 04/21/25 4:00-5:00pm,48,male,"White/European descent,",5,"$50,001-60,000"
Family Swim 04/21/25 4:00-5:00pm,7,female,"White/European descent,",5,"$50,001-60,000"
Family Swim 04/21/25 4:00-5:00pm,5,female,"White/European descent,",5,"$50,001-60,000"
Family Swim 04/21/25 4:00-5:00pm,46,female,"White/European descent,",4,"$90,001+"
Family Swim 04/21/25 4:00-5:00pm,9,female,"White/European descent,",4,"$90,001+"
Family Swim 04/21/25 4:00-5:00pm,6,female,"White/European descent,",4,"$90,001+"
Family Swim 04/21/25 4:00-5:00pm,7,male,"White/European descent,",4,"$80,001-90,000"
Family Swim 04/21/25 4:00-5:00pm,7,male,"White/European descent,",4,"$80,001-90,000"
Family Swim 04/21/25 4:00-5:00pm,10,female,"White/European descent,",4,"$80,001-90,000"
Family Swim 04/21/25 4:00-5:00pm,41,female,"White/European descent,",4,"$80,001-90,000"
Family Swim 04/21/25 4:00-5:00pm,7,female,"White/European descent,",4,"$90,001+"
Family Swim 04/21/25 4:00-5:00pm,45,male,"White/European descent,",4,"$90,001+"
Family Swim 04/21/25 4:00-5:00pm,7,female,"White/European descent,",4,"$90,001+"
Family Swim 04/21/25 4:00-5:00pm,10,female,"White/European descent,",4,"$90,001+"
Family Swim 04/23/25 2:00-3:00pm,8,female,"White/European descent,",3,"$70,001-80,000"
Family Swim 04/23/25 2:00-3:00pm,44,female,"Hispanic/Latino/Latinx (e.g. identify as Hispanic or Latino with ties to Latin America, can be any race)",3,"$70,001-80,000"
Family Swim 04/23/25 2:00-3:00pm,39,male,"White/European descent,",3,"$60,001-70,000"
Family Swim 04/23/25 2:00-3:00pm,10,female,Black/African-American (having origins in Sub-Saharan Africa,3,"<$10,000"
Family Swim 04/23/25 2:00-3:00pm,33,male,"White/European descent,",3,"$90,001+"
Family Swim 04/23/25 2:00-3:00pm,8,female,"White/European descent,",3,"$90,001+"
Family Swim 04/23/25 2:00-3:00pm,6,male,Black/African-American (having origins in Sub-Saharan Africa,7,"<$10,000"
Family Swim 04/23/25 2:00-3:00pm,8,female,Black/African-American (having origins in Sub-Saharan Africa,7,"<$10,000"
Family Swim 04/23/25 2:00-3:00pm,10,male,Black/African-American (having origins in Sub-Saharan Africa,7,"<$10,000"
Family Swim 04/23/25 2:00-3:00pm,7,female,Black/African-American (having origins in Sub-Saharan Africa,7,"<$10,000"
Family Swim 04/23/25 2:00-3:00pm,9,female,Black/African-American (having origins in Sub-Saharan Africa,7,"<$10,000"
Family Swim 04/23/25 2:00-3:00pm,75,female,"White/European descent,",1,"$90,001+"
Family Swim 04/23/25 6:00-7:00pm,12,female,"White/European descent,",2,"$40,001-50,000"
Family Swim 04/23/25 6:00-7:00pm,9,female,Black/African-American (having origins in Sub-Saharan Africa,3,"<$10,000"
Family Swim 04/23/25 6:00-7:00pm,10,male,Black/African-American (having origins in Sub-Saharan Africa,3,"$10,001-20,000"
Family Swim 04/23/25 6:00-7:00pm,15,male,"White/European descent,",4,"$40,001-50,000"
Family Swim 04/23/25 6:00-7:00pm,69,female,"White/European descent,",2,"$40,001-50,000"
Family Swim 04/23/25 6:00-7:00pm,12, male,"White/European descent,",4,"$40,001-50,000"
Family Swim 04/23/25 6:00-7:00pm,4,male,"White/European descent,",4,"<$10,000"
Family Swim 04/23/25 6:00-7:00pm,64,female,"White/European descent,",4,"$60,001-70,000"
Family Swim 04/23/25 6:00-7:00pm,17,female,"White/European descent,",4,"$30,001-40,000"
Family Swim 04/23/25 6:00-7:00pm,11,male,"White/European descent,",4,"$40,001-50,000"
Family Swim 04/23/25 6:00-7:00pm,17,male,"White/European descent,",4,"$30,001-40,000"
 Family Swim 04/24/25 12:00-1:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,7,"<$10,000"
 Family Swim 04/24/25 12:00-1:00pm,17,male,Black/African-American (having origins in Sub-Saharan Africa,6,"<$10,000"
 Family Swim 04/24/25 12:00-1:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
 Family Swim 04/24/25 12:00-1:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
 Family Swim 04/24/25 12:00-1:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
 Family Swim 04/24/25 12:00-1:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 04/25/25 5:00-6:00pm,14,male,black/African-American (having origins in Sub-Saharan Africa,4,"$50,001-60,000"
Family Swim 04/25/25 5:00-6:00pm,24,male,black/African-American (having origins in Sub-Saharan Africa,2,"$20,001-30,000"
Family Swim 04/25/25 5:00-6:00pm,20,male,black/African-American (having origins in Sub-Saharan Africa,4,"$40,001-50,000"
Family Swim 04/25/25 5:00-6:00pm,6,female,"White/European descent,",4,"$90,001+"
Family Swim 04/25/25 5:00-6:00pm,40,female,"White/European descent,",4,"$90,001+"
Family Swim 04/25/25 5:00-6:00pm,10,male,"White/European descent,",4,"$90,001+"
Family Swim 04/25/25 5:00-6:00pm,39,male,"White/European descent,",5,"$90,001+"
Family Swim 04/25/25 5:00-6:00pm,7,female,"White/European descent,",5,"$90,001+"
Family Swim 04/25/25 5:00-6:00pm,17,male,"White/European descent,",5,"$90,001+"
Family Swim 04/25/25 5:00-6:00pm,6,female,"White/European descent,",3,"$70,001-80,000"
Family Swim 04/25/25 5:00-6:00pm,12,female,"White/European descent,",3,"$70,001-80,000"
Family Swim 04/25/25 5:00-6:00pm,8,female,"White/European descent,",4,"$90,001+"
Family Swim 04/25/25 5:00-6:00pm,9,female,"White/European descent,",4,"$90,001+"
Family Swim 04/25/25 5:00-6:00pm,6,male,"White/European descent,",4,"$70,001-80,000"
Family Swim 04/25/25 5:00-6:00pm,2,male,"White/European descent,",4,"$70,001-80,000"
Family Swim 04/25/25 5:00-6:00pm,39,female,"White/European descent,",4,"$70,001-80,000"
Family Swim 04/25/25 5:00-6:00pm,47,male,"White/European descent,",4,"$70,001-80,000"
Family Swim 04/25/25 6:00-7:00pm,12,female,"White/European descent,",2,"$40,001-50,000"
Family Swim 04/25/25 6:00-7:00pm,9,female,black/African-American (having origins in Sub-Saharan Africa,3,"<$10,000"
Family Swim 04/25/25 6:00-7:00pm,10,male,black/African-American (having origins in Sub-Saharan Africa,3,"$10,001-20,000"
Family Swim 04/25/25 6:00-7:00pm,15,male,"White/European descent,",4,"$40,001-50,000"
Family Swim 04/25/25 6:00-7:00pm,69,female,"white/European descent,",2,"$40,001-50,000"
Family Swim 04/25/25 6:00-7:00pm,12,male,"white/European descent,",4,"$40,001-50,000"
Family Swim 04/25/25 6:00-7:00pm,4,male,"white/European descent,",4,"<$10,000"
Family Swim 04/25/25 6:00-7:00pm,64,female,"white/European descent,",4,"$60,001-70,000"
Family Swim 04/25/25 6:00-7:00pm,17,female,"white/European descent,",4,"$30,001-40,000"
Family Swim 04/25/25 6:00-7:00pm,11,male,"white/European descent,",4,"$40,001-50,000"
Family Swim 04/25/25 6:00-7:00pm,17,male,"white/European descent,",4,"$30,001-40,000"
Family Swim 04/24/25 12:00-1:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,7,"<$10,000"
Family Swim 04/24/25 12:00-1:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,6,"<$10,000"
Family Swim 04/24/25 12:00-1:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 04/24/25 12:00-1:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 04/24/25 12:00-1:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 04/24/25 12:00-1:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 04/25/25 5:00-6:00pm,14,male,black/African-American (having origins in Sub-Saharan Africa,4,"$50,001-60,000"
Family Swim 04/25/25 5:00-6:00pm,24,male,black/African-American (having origins in Sub-Saharan Africa,2,"$20,001-30,000"
Family Swim 04/25/25 5:00-6:00pm,20,male,black/African-American (having origins in Sub-Saharan Africa,4,"$40,001-50,000"
Family Swim 04/25/25 5:00-6:00pm,6,female,"white/European descent,",4,"$90,001+"
Family Swim 04/25/25 5:00-6:00pm,40,female,"White/European descent,",4,"$90,001+"
Family Swim 04/25/25 5:00-6:00pm,10, male,"white/European descent,",4,"$90,001+"
Family Swim 04/25/25 5:00-6:00pm,39,male,"white/European descent,",5,"$90,001+"
Family Swim 04/25/25 5:00-6:00pm,7,female,"white/European descent,",5,"$90,001+"
Family Swim 04/25/25 5:00-6:00pm,17,male,"white/European descent,",5,"$90,001+"
Family Swim 04/25/25 5:00-6:00pm,6,female,"white/European descent,",3,"$70,001-80,000"
Family Swim 04/25/25 5:00-6:00pm,12,female,"white/European descent,",3,"$70,001-80,000"
Family Swim 04/25/25 5:00-6:00pm,8,female,"white/European descent,",4,"$90,001+"
Family Swim 04/25/25 5:00-6:00pm,9,female,"white/European descent,",4,"$90,001+"
Family Swim 04/25/25 5:00-6:00pm,6,male,"white/European descent,",4,"$70,001-80,000"
Family Swim 04/25/25 5:00-6:00pm,2,male,"white/European descent,",4,"$70,001-80,000"
Family Swim 04/25/25 5:00-6:00pm,39,female,"white/European descent,",4,"$70,001-80,000"
Family Swim 04/25/25 5:00-6:00pm,47,male,"white/European descent,",4,"$70,001-80,000"
Family Swim 04/25/25 6:00-7:00pm,14,male,Black/African-American (having origins in Sub-Saharan Africa,4,"$50,001-60,000"
Family Swim 04/25/25 6:00-7:00pm,22,male,Black/African-American (having origins in Sub-Saharan Africa,4,"$40,001-50,000"
Family Swim 04/25/25 6:00-7:00pm,20,male,black/African-American (having origins in Sub-Saharan Africa,4,"$40,001-50,000"
Family Swim 04/25/25 6:00-7:00pm,24,male,"white/European descent,",3,"$10,001-20,000"
Family Swim 04/25/25 6:00-7:00pm,39,male,"white/European descent,",4,"$70,001-80,000"
Family Swim 04/25/25 6:00-7:00pm,11,male,"white/European descent,",4,"$70,001-80,000"
Family Swim 04/25/25 6:00-7:00pm,10,male,"white/European descent,",4,"$70,001-80,000"
Family Swim 04/25/25 6:00-7:00pm,27,female,"white/European descent,",4,"$70,001-80,000"
Family Swim 05/02/25 5:00-6:00pm,21,male,black/African-American (having origins in Sub-Saharan Africa,9 or more,"$70,001-80,000"
Family Swim 05/02/25 5:00-6:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,7,"<$10,000"
Family Swim 05/02/25 5:00-6:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,6,"<$10,000"
Family Swim 05/02/25 5:00-6:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 05/02/25 5:00-6:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 05/02/25 5:00-6:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 05/02/25 5:00-6:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,9 or more,"<$10,000"
Family Swim 05/02/25 5:00-6:00pm,16,female,black/African-American (having origins in Sub-Saharan Africa,3,"$10,001-20,000"
Family Swim 05/02/25 5:00-6:00pm,6,female,"white/European descent,",4,"$90,001+"
Family Swim 05/02/25 5:00-6:00pm,40,female,"white/European descent,",4,"$90,001+"
Family Swim 05/02/25 5:00-6:00pm,10,male,"white/European descent,",4,"$90,001+"
Family Swim 05/02/25 5:00-6:00pm,24,male,"white/European descent,",3,"$10,001-20,000"
Family Swim 05/04/2025 12pm-1:00pm,8,male,"white/European descent,",3,"$90,001+"
Family Swim 05/04/2025 12pm-1:00pm,69,female,"white/European descent,",4,"$90,001+"
Family Swim 05/04/2025 12pm-1:00pm,40,male,"White/European descent,",4,"$90,001+"
Family Swim 05/04/2025 12pm-1:00pm,4,male,"white/European descent,",4,"$90,001+"
Family Swim 05/04/2025 12pm-1:00pm,37,male,"white/European descent,",1,"$80,001-90,000"
Family Swim 05/04/2025 12pm-1:00pm,7,female,"White/European descent, Black/African-American (having origins in Sub-Saharan Africa), Asian (e.g. Central Asian, East Asian, South Asian, Southeast Asian),",7,"$50,001-60,000"
Family Swim 05/04/2025 12pm-1:00pm,18,non-binary,black/African-American (having origins in Sub-Saharan Africa,5,"$40,001-50,000"
Family Swim 05/04/2025 12pm-1:00pm,24,male,"White/European descent,",2,"$80,001-90,000"
Family Swim 05/04/2025 12pm-1:00pm,57,male,"White/European descent,",2,"$80,001-90,000"
Family Swim 05/04/2025 12pm-1:00pm,5,male,black/African-American (having origins in Sub-Saharan Africa,5,"$40,001-50,000"
Family Swim 05/04/2025 12pm-1:00pm,14,female,"White/European descent,",5,"<$10,000"
Family Swim 05/04/2025 12pm-1:00pm,41,female,"White/European descent,",5,"$10,001-20,000"
Family Swim 05/04/2025 12pm-1:00pm,14,male,Black/African-American (having origins in Sub-Saharan Africa,5,"$20,001-30,000"
Family Swim 05/04/2025 12pm-1:00pm,7,male,"White/European descent,",5,"$10,001-20,000"
Family Swim 05/09/25 5:00-6:00pm,37,female,"White/European descent,",1,"$80,001-90,000"
Family Swim 05/09/25 5:00-6:00pm,7,female,"White/European descent, Black/African-American (having origins in Sub-Saharan Africa), Asian (e.g. Central Asian, East Asian, South Asian, Southeast Asian),",7,"$50,001-60,000"
Family Swim 05/09/25 5:00-6:00pm,24,male,"White/European descent,",3,"$10,001-20,000"
Family Swim 05/09/25 5:00-6:00pm,41,female,"White/European descent,",4,"$50,001-60,000"
Family Swim 05/09/25 5:00-6:00pm,9,female,"White/European descent,",4,"<$10,000"
Family Swim 05/09/25 5:00-6:00pm,7,male,"White/European descent,",4,"<$10,000"
Family Swim 05/09/25 5:00-6:00pm,44,male,"White/European descent,",4,"$60,001-70,000"
Family Swim 05/09/25 6:00-7:00pm,47,female,"White/European descent,",3,"$40,001-50,000"
Family Swim 05/09/25 6:00-7:00pm,11,female,"White/European descent,",3,"$40,001-50,000"
Family Swim 05/09/25 6:00-7:00pm,17,female,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 05/09/25 6:00-7:00pm,39,male,"White/European descent,",4,"$70,001-80,000"
Family Swim 05/09/25 6:00-7:00pm,11,male,"White/European descent,",4,"$70,001-80,000"
Family Swim 05/09/25 6:00-7:00pm,10,male,"White/European descent,",4,"$70,001-80,000"
Family Swim 05/09/25 6:00-7:00pm,27,female,"White/European descent,",4,"$70,001-80,000"
 Family Swim 05/11/2025 12pm-1:00pm,46,female,"White/European descent,",3,"$90,001+"
 Family Swim 05/11/2025 12pm-1:00pm,7,female,"White/European descent, Black/African-American (having origins in Sub-Saharan Africa), Asian (e.g. Central Asian, East Asian, South Asian, Southeast Asian)",7,"$50,001-60,000"
 Family Swim 05/11/2025 12pm-1:00pm,11,female,Multiracial,5,"$40,001-50,000"
 Family Swim 05/11/2025 12pm-1:00pm,37,female,Multiracial,5,"$40,001-50,000"
 Family Swim 05/11/2025 12pm-1:00pm,39,male,Multiracial,5,"$40,001-50,000"
 Family Swim 05/11/2025 12pm-1:00pm,3,male,Multiracial,5,"$40,001-50,000"
 Family Swim 05/11/2025 12pm-1:00pm,6,female,Multiracial,5,"$40,001-50,000"
 Family Swim 05/11/2025 12pm-1:00pm,12,male,"White/European descent,",5,"$80,001-90,000"
 Family Swim 05/11/2025 12pm-1:00pm,40,male,"White/European descent,",3,"$90,001+"
 Family Swim 05/11/2025 12pm-1:00pm,8,male,"White/European descent,",3,"$90,001+"
 Family Swim 05/11/2025 12pm-1:00pm,24,male,"White/European descent,",2,"$80,001-90,000"
 Family Swim 05/11/2025 12pm-1:00pm,57,male,"White/European descent,",2,"$80,001-90,000"
 Family Swim 05/11/2025 12pm-1:00pm,14,female,"White/European descent,",5,"<$10,000"
 Family Swim 05/11/2025 12pm-1:00pm,41,female,"White/European descent,",5,"$10,001-20,000"
 Family Swim 05/11/2025 12pm-1:00pm,9,female,"White/European descent,",5,"$80,001-90,000"
 Family Swim 05/11/2025 12pm-1:00pm,14,male,black/African-American (having origins in Sub-Saharan Africa,5,"$20,001-30,000"
 Family Swim 05/11/2025 12pm-1:00pm,7,male,"White/European descent,",5,"$10,001-20,000"
Family Swim 05/16/25 5:00-6:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,7,"<$10,000"
Family Swim 05/16/25 5:00-6:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,6,"<$10,000"
Family Swim 05/16/25 5:00-6:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 05/16/25 5:00-6:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 05/16/25 5:00-6:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 05/16/25 5:00-6:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,9 or more,"<$10,000"
Family Swim 05/16/25 5:00-6:00pm,24,male,"white/European descent,",3,"$10,001-20,000"
Family Swim 05/09/25 6:00-7:00pm,47,female,"white/European descent,",3,"$40,001-50,000"
Family Swim 05/09/25 6:00-7:00pm,11,female,"white/European descent,",3,"$40,001-50,000"
Family Swim 05/09/25 6:00-7:00pm,17,female,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 05/09/25 6:00-7:00pm,39,male,"white/European descent,",4,"$70,001-80,000"
Family Swim 05/09/25 6:00-7:00pm,11,male,"white/European descent,",4,"$70,001-80,000"
Family Swim 05/09/25 6:00-7:00pm,10,male,"white/European descent,",4,"$70,001-80,000"
Family Swim 05/09/25 6:00-7:00pm,27,female,"white/European descent,",4,"$70,001-80,000"
 Family Swim 05/11/2025 12pm-1:00pm,46,female,"white/European descent,",3,"$90,001+"
 Family Swim 05/11/2025 12pm-1:00pm,7,female,"White/European descent, Black/African-American (having origins in Sub-Saharan Africa), Asian (e.g. Central Asian, East Asian, South Asian, Southeast Asian),",7,"$50,001-60,000"
 Family Swim 05/11/2025 12pm-1:00pm,11,female,Multiracial,5,"$40,001-50,000"
 Family Swim 05/11/2025 12pm-1:00pm,37,female,Multiracial,5,"$40,001-50,000"
 Family Swim 05/11/2025 12pm-1:00pm,39,male,Multiracial,5,"$40,001-50,000"
 Family Swim 05/11/2025 12pm-1:00pm,3,male,Multiracial,5,"$40,001-50,000"
 Family Swim 05/11/2025 12pm-1:00pm,6,female,Multiracial,5,"$40,001-50,000"
 Family Swim 05/11/2025 12pm-1:00pm,12,male,"white/European descent,",5,"$80,001-90,000"
 Family Swim 05/11/2025 12pm-1:00pm,40,male,"white/European descent,",3,"$90,001+"
 Family Swim 05/11/2025 12pm-1:00pm,8,male,"white/European descent,",1,"$90,001+"
 Family Swim 05/11/2025 12pm-1:00pm,24,male,"white/European descent,",2,"$80,001-90,000"
 Family Swim 05/11/2025 12pm-1:00pm,57,male,"white/European descent,",2,"$80,001-90,000"
 Family Swim 05/11/2025 12pm-1:00pm,14,female,"white/European descent,",5,"<$10,000"
 Family Swim 05/11/2025 12pm-1:00pm,41,male,"white/European descent,",5,"$10,001-20,000"
 Family Swim 05/11/2025 12pm-1:00pm,9,female,"white/European descent,",5,"$80,001-90,000"
 Family Swim 05/11/2025 12pm-1:00pm,14,male,black/African-American (having origins in Sub-Saharan Africa,5,"$20,001-30,000"
 Family Swim 05/11/2025 12pm-1:00pm,7,male,"white/European descent,",5,"$10,001-20,000"
Family Swim 05/16/25 5:00-6:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,7,"<$10,000"
Family Swim 05/16/25 5:00-6:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,6,"<$10,000"
Family Swim 05/16/25 5:00-6:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 05/16/25 5:00-6:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 05/16/25 5:00-6:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 05/16/25 5:00-6:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 05/16/25 5:00-6:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,9 or more,"<$10,000"
Family Swim 05/16/25 5:00-6:00pm,24,male,"white/European descent,",3,"$10,001-20,000"
Family Swim 05/18/2025 12pm-1:00pm,13,female,"white/European descent,",4,"$40,001-50,000"
Family Swim 05/18/2025 12pm-1:00pm,11,female,"white/European descent,",4,"$40,001-50,000"
Family Swim 05/18/2025 12pm-1:00pm,37,female,"white/European descent,",1,"$80,001-90,000"
Family Swim 05/18/2025 12pm-1:00pm,7,female,"White/European descent, Black/African-American (having origins in Sub-Saharan Africa), Asian (e.g. Central Asian, East Asian, South Asian, Southeast Asian),",7,"$50,001-60,000"
Family Swim 05/18/2025 12pm-1:00pm,30,female,"white/European descent,",2,"$30,001-40,000"
Family Swim 05/18/2025 12pm-1:00pm,17,female,"white/European descent,",3,"$30,001-40,000"
Family Swim 05/18/2025 12pm-1:00pm,7,male,"white/European descent,",2,"$30,001-40,000"
Family Swim 05/18/2025 12pm-1:00pm,24,male,"white/European descent,",2,"$80,001-90,000"
Family Swim 05/18/2025 12pm-1:00pm,57,male,"white/European descent,",2,"$80,001-90,000"
 Family Swim 05/23/25 5:00-6:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,7,"<$10,000"
 Family Swim 05/23/25 5:00-6:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,6,"<$10,000"
 Family Swim 05/23/25 5:00-6:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
 Family Swim 05/23/25 5:00-6:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
 Family Swim 05/23/25 5:00-6:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
 Family Swim 05/23/25 5:00-6:00pm,9,male,"white/European descent,",3,"$30,001-40,000"
 Family Swim 05/23/25 5:00-6:00pm,24,male,"white/European descent,",3,"$30,001-40,000"
 Family Swim 05/23/25 5:00-6:00pm,39,female,"white/European descent,",2,"$40,001-50,000"
Family Swim 05/25/2025 12pm-1:00pm,12,female,"White/European descent,",2,"$40,001-50,000"
Family Swim 05/25/2025 12pm-1:00pm,69,female,"White/European descent,",3,"$90,001+"
Family Swim 05/25/2025 12pm-1:00pm,46,female,"White/European descent,",3,"$90,001+"
Family Swim 05/25/2025 12pm-1:00pm,8,male,"White/European descent,",1,"$90,001+"
Family Swim 05/25/2025 12pm-1:00pm,15,male,"White/European descent,",4,"$40,001-50,000"
Family Swim 05/25/2025 12pm-1:00pm,69,female,"White/European descent,",2,"$40,001-50,000"
Family Swim 05/25/2025 12pm-1:00pm,12,male,"White/European descent,",4,"$40,001-50,000"
Family Swim 05/25/2025 12pm-1:00pm,24,male,"White/European descent,",2,"$80,001-90,000"
Family Swim 05/25/2025 12pm-1:00pm,57,male,"White/European descent,",2,"$80,001-90,000"
Family Swim 05/25/2025 12pm-1:00pm,11,male,"White/European descent,",4,"$40,001-50,000"
Family Swim 05/30/25 5:00-6:00pm,69,female,"White/European descent,",3,"$90,001+"
Family Swim 05/30/25 5:00-6:00pm,46,female,"White/European descent,",3,"$90,001+"
Family Swim 05/30/25 5:00-6:00pm,9,male,"White/European descent,",3,"$30,001-40,000"
Family Swim 05/30/25 5:00-6:00pm,7,female,"White/European descent,",2,"$20,001-30,000"
Family Swim 05/30/25 5:00-6:00pm,6,female,"White/European descent,",4,"$90,001+"
