Program,Age ,Gender,Race,Household,House income 
Family Swim 05/30/25 5:00-6:00pm,40,female,"White/European descent,",4,"$90,001+"
Family Swim 05/30/25 5:00-6:00pm,10,male,"White/European descent,",4,"$90,001+"
Family Swim 05/30/25 5:00-6:00pm,8,male,"White/European descent,",1,"$90,001+"
Family Swim 05/30/25 5:00-6:00pm,24,male,"White/European descent,",3,"$10,001-20,000"
 Family Swim 06/06/25 5:00-6:00pm,44,male,black/African-American (having origins in Sub-Saharan Africa,9 or more,"$60,001-70,000"
 Family Swim 06/06/25 5:00-6:00pm,13,male,black/African-American (having origins in Sub-Saharan Africa,9 or more,"$60,001-70,000"
 Family Swim 06/06/25 5:00-6:00pm,6,male,black/African-American (having origins in Sub-Saharan Africa,9 or more,"$60,001-70,000"
 Family Swim 06/06/25 5:00-6:00pm,12,male,black/African-American (having origins in Sub-Saharan Africa,9 or more,"$60,001-70,000"
 Family Swim 06/06/25 5:00-6:00pm,8,male,black/African-American (having origins in Sub-Saharan Africa,9 or more,"$60,001-70,000"
 Family Swim 06/06/25 5:00-6:00pm,46,female,"White/European descent,",3,"$90,001+"
 Family Swim 06/06/25 5:00-6:00pm,40,male,"White/European descent,",3,"$90,001+"
 Family Swim 06/06/25 5:00-6:00pm,8,male,"White/European descent,",1,"$90,001+"
 Family Swim 06/06/25 5:00-6:00pm,24,male,"White/European descent,",3,"$10,001-20,000"
 Family Swim 06/06/25 5:00-6:00pm,41,female,"White/European descent,",4,"$50,001-60,000"
 Family Swim 06/06/25 5:00-6:00pm,9,female,"White/European descent,",4,"<$10,000"
 Family Swim 06/06/25 5:00-6:00pm,7,male,"White/European descent,",4,"<$10,000"
 Family Swim 06/06/25 5:00-6:00pm,45,male,"White/European descent,",4,"$60,001-70,000"
 Family Swim 06/13/25 4:00-5:00pm,44,male,black/African-American (having origins in Sub-Saharan Africa,9 or more,"$60,001-70,000"
 Family Swim 06/13/25 4:00-5:00pm,13,male,black/African-American (having origins in Sub-Saharan Africa,9 or more,"$60,001-70,000"
 Family Swim 06/13/25 4:00-5:00pm,6,male,black/African-American (having origins in Sub-Saharan Africa,9 or more,"$60,001-70,000"
 Family Swim 06/13/25 4:00-5:00pm,12,female,black/African-American (having origins in Sub-Saharan Africa,9 or more,"$60,001-70,000"
 Family Swim 06/13/25 4:00-5:00pm,8,female,black/African-American (having origins in Sub-Saharan Africa,9 or more,"$60,001-70,000"
 Family Swim 06/13/25 4:00-5:00pm,46,female,"White/European descent,",3,"$90,001+"
 Family Swim 06/13/25 4:00-5:00pm,8,male,"White/European descent,",1,"$90,001+"
Family Swim 06/13/25 5:00-6:00pm,7,male,black/African-American (having origins in Sub-Saharan Africa,3,"$30,001-40,000"
Family Swim 06/13/25 5:00-6:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,7,"<$10,000"
Family Swim 06/13/25 5:00-6:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,6,"<$10,000"
Family Swim 06/13/25 5:00-6:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 06/13/25 5:00-6:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 06/13/25 5:00-6:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 06/13/25 5:00-6:00pm,20,female,black/African-American (having origins in Sub-Saharan Africa,2,"<$10,000"
Family Swim 06/13/25 5:00-6:00pm,13,female,black/African-American (having origins in Sub-Saharan Africa,2,"<$10,000"
Family Swim 06/13/25 5:00-6:00pm,6,female,black/African-American (having origins in Sub-Saharan Africa,3,"<$10,000"
Family Swim 06/13/25 5:00-6:00pm,42,female,black/African-American (having origins in Sub-Saharan Africa,6,"$30,001-40,000"
Family Swim 06/13/25 5:00-6:00pm,2,female,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 06/13/25 5:00-6:00pm,4,female,black/African-American (having origins in Sub-Saharan Africa,4,"$30,001-40,000"
Family Swim 06/13/25 5:00-6:00pm,6,female,black/African-American (having origins in Sub-Saharan Africa,3,"<$10,000"
Family Swim 06/13/25 5:00-6:00pm,10,female,black/African-American (having origins in Sub-Saharan Africa,6,"$30,001-40,000"
Family Swim 06/13/25 5:00-6:00pm,14,male,"white/European descent,",3,"$10,001-20,000"
Family Swim 06/13/25 5:00-6:00pm,25,female,black/African-American (having origins in Sub-Saharan Africa,1,"<$10,000"
Family Swim 06/13/25 5:00-6:00pm,34,female,"white/European descent,",4,"$30,001-40,000"
Family Swim 06/13/25 5:00-6:00pm,10,female,"white/European descent,",4,"$40,001-50,000"
Family Swim 06/13/25 5:00-6:00pm,48,male,black/African-American (having origins in Sub-Saharan Africa,3,"$40,001-50,000"
Family Swim 06/13/25 5:00-6:00pm,16,male,black/African-American (having origins in Sub-Saharan Africa,4,"$30,001-40,000"
Family Swim 06/13/25 5:00-6:00pm,24,male,"white/European descent,",3,"$10,001-20,000"
Family Swim 06/13/25 5:00-6:00pm,15,male,"white/European descent,",4,"$40,001-50,000"
Family Swim 06/15/25 2:30-3:30pm,17,male,black/African-American (having origins in Sub-Saharan Africa,7,"<$10,000"
Family Swim 06/15/25 2:30-3:30pm,33,male,black/African-American (having origins in Sub-Saharan Africa,5,"$20,001-30,000"
Family Swim 06/15/25 2:30-3:30pm,17,male,black/African-American (having origins in Sub-Saharan Africa,6,"<$10,000"
Family Swim 06/15/25 2:30-3:30pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 06/15/25 2:30-3:30pm,17,male,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 06/15/25 2:30-3:30pm,17,male,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 06/15/25 2:30-3:30pm,48,female,black/African-American (having origins in Sub-Saharan Africa,3,"$30,001-40,000"
Family Swim 06/15/25 2:30-3:30pm,17,male,black/African-American (having origins in Sub-Saharan Africa,9 or more,"<$10,000"
Family Swim 06/15/25 2:30-3:30pm,13,female,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 06/15/25 2:30-3:30pm,20,female,black/African-American (having origins in Sub-Saharan Africa,2,"<$10,000"
Family Swim 06/15/25 2:30-3:30pm,13,female,black/African-American (having origins in Sub-Saharan Africa,2,"<$10,000"
Family Swim 06/15/25 2:30-3:30pm,6,female,black/African-American (having origins in Sub-Saharan Africa,3,"<$10,000"
Family Swim 06/15/25 2:30-3:30pm,42,female,black/African-American (having origins in Sub-Saharan Africa,6,"$30,001-40,000"
Family Swim 06/15/25 2:30-3:30pm,2,female,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 06/15/25 2:30-3:30pm,4,female,black/African-American (having origins in Sub-Saharan Africa,4,"$30,001-40,000"
Family Swim 06/15/25 2:30-3:30pm,34,male,"white/European descent,",2,"$50,001-60,000"
Family Swim 06/15/25 2:30-3:30pm,25,female,black/African-American (having origins in Sub-Saharan Africa,1,"<$10,000"
Family Swim 06/15/25 2:30-3:30pm,19,female,black/African-American (having origins in Sub-Saharan Africa,5,"$10,001-20,000"
Family Swim 06/15/25 2:30-3:30pm,11,male,black/African-American (having origins in Sub-Saharan Africa,5,"$90,001+"
Family Swim 06/15/25 2:30-3:30pm,14,male,black/African-American (having origins in Sub-Saharan Africa,3,"$10,001-20,000"
Family Swim 06/17/25 5:00-6:00pm,3,female,black/African-American (having origins in Sub-Saharan Africa,6,"$10,001-20,000"
Family Swim 06/17/25 5:00-6:00pm,9,female,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 06/17/25 5:00-6:00pm,7,female,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 06/17/25 5:00-6:00pm,10,female,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 06/17/25 5:00-6:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,7,"<$10,000"
Family Swim 06/17/25 5:00-6:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,6,"<$10,000"
Family Swim 06/17/25 5:00-6:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 06/17/25 5:00-6:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 06/17/25 5:00-6:00pm,48,female,black/African-American (having origins in Sub-Saharan Africa,3,"$30,001-40,000"
Family Swim 06/17/25 5:00-6:00pm,18,female,black/African-American (having origins in Sub-Saharan Africa,3,"<$10,000"
Family Swim 06/17/25 5:00-6:00pm,20,female,black/African-American (having origins in Sub-Saharan Africa,2,"<$10,000"
Family Swim 06/17/25 5:00-6:00pm,13,female,black/African-American (having origins in Sub-Saharan Africa,2,"<$10,000"
Family Swim 06/17/25 5:00-6:00pm,6,female,black/African-American (having origins in Sub-Saharan Africa,3,"<$10,000"
Family Swim 06/17/25 5:00-6:00pm,42,female,black/African-American (having origins in Sub-Saharan Africa,6,"$30,001-40,000"
Family Swim 06/17/25 5:00-6:00pm,2,female,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 06/17/25 5:00-6:00pm,4,female,black/African-American (having origins in Sub-Saharan Africa,4,"$30,001-40,000"
Family Swim 06/17/25 5:00-6:00pm,7,female,"white/European descent,",2,"$20,001-30,000"
Family Swim 06/17/25 5:00-6:00pm,6,female,"white/European descent,",4,"$90,001+"
Family Swim 06/17/25 5:00-6:00pm,40,female,"white/European descent,",4,"$90,001+"
Family Swim 06/17/25 5:00-6:00pm,10,male,"white/European descent,",4,"$90,001+"
Family Swim 06/17/25 5:00-6:00pm,11,female,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 06/17/25 5:00-6:00pm,34,female,"Middle Eastern/North African (including the Middle East, North Africa, and the Arab world),",6,"$10,001-20,000"
Family Swim 06/17/25 5:00-6:00pm,19,female,black/African-American (having origins in Sub-Saharan Africa,5,
Family Swim 06/18/25 6:00-7:00pm,44,male,black/African-American (having origins in Sub-Saharan Africa,9 or more,"$60,001-70,000"
Family Swim 06/18/25 6:00-7:00pm,3,female,"Middle Eastern/North African (including the Middle East, North Africa, and the Arab world),",6,"$10,001-20,000"
Family Swim 06/18/25 6:00-7:00pm,7,female,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 06/18/25 6:00-7:00pm,13,male,black/African-American (having origins in Sub-Saharan Africa,9 or more,"$60,001-70,000"
Family Swim 06/18/25 6:00-7:00pm,6,male,black/African-American (having origins in Sub-Saharan Africa,9 or more,"$60,001-70,000"
Family Swim 06/18/25 6:00-7:00pm,12,female,black/African-American (having origins in Sub-Saharan Africa,9 or more,"$60,001-70,000"
Family Swim 06/18/25 6:00-7:00pm,8,female,black/African-American (having origins in Sub-Saharan Africa,9 or more,"$60,001-70,000"
Family Swim 06/18/25 6:00-7:00pm,10,female,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 06/18/25 6:00-7:00pm,8,female,black/African-American (having origins in Sub-Saharan Africa,9 or more,"$60,001-70,000"
Family Swim 06/18/25 6:00-7:00pm,69,female,"white/European descent,",4,"$90,001+"
Family Swim 06/18/25 6:00-7:00pm,8,female,"white/European descent,",3,"$10,001-20,000"
Family Swim 06/18/25 6:00-7:00pm,34,male,"Middle Eastern/North African (including the Middle East, North Africa, and the Arab world),",5,"$10,001-20,000"
Family Swim 06/18/25 6:00-7:00pm,34,female,"Middle Eastern/North African (including the Middle East, North Africa, and the Arab world),",6,"$10,001-20,000"
Family Swim 06/18/25 6:00-7:00pm,38,female,"White/European descent,",3,"$10,001-20,000"
Family Swim 06/18/25 6:00-7:00pm,6,female,"Middle Eastern/North African (including the Middle East, North Africa, and the Arab world),",5,"<$10,000"
Family Swim 06/18/25 6:00-7:00pm,8,female,"Middle Eastern/North African (including the Middle East, North Africa, and the Arab world),",5,"<$10,000"
Family Swim 06/18/25 6:00-7:00pm,3,female,"Middle Eastern/North African (including the Middle East, North Africa, and the Arab world),",5,"<$10,000"
Family Swim 06/18/25 6:00-7:00pm,14,female,"white/European descent,",3,"$10,001-20,000"
Family Swim 06/20/25 12:00-1:00pm,10,female,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 06/20/25 12:00-1:00pm,43,female,"white/European descent,",3,"<$10,000"
Family Swim 06/20/25 12:00-1:00pm,10,female,"white/European descent,",3,"<$10,000"
Family Swim 06/20/25 12:00-1:00pm,14,male,"white/European descent,",3,"$10,001-20,000"
Family Swim 06/20/25 12:00-1:00pm,24,male,"white/European descent,",3,"$10,001-20,000"
Family Swim 06/20/25 12:00-1:00pm,19,female,black/African-American (having origins in Sub-Saharan Africa,6,"$10,001-20,000"
Family Swim 06/20/25 12:00-1:00pm,5,female,"white/European descent,",7,"$50,001-60,000"
Family Swim 06/20/25 12:00-1:00pm,7,female,"white/European descent,",7,"$50,001-60,000"
Family Swim 06/20/25 12:00-1:00pm,3,female,"white/European descent,",7,"$60,001-70,000"
Family Swim 06/20/25 12:00-1:00pm,31,female,"white/European descent,",7,"$50,001-60,000"
Family Swim 06/20/25 12:00-1:00pm,9,female,"white/European descent,",7,"$50,001-60,000"
Family Swim 06/20/25 12:00-1:00pm,24,female,"white/European descent,",8,"$60,001-70,000"
Family Swim 06/20/25 12:00-1:00pm,1,female,"white/European descent,",8,"$60,001-70,000"
Family Swim 06/20/25 5:30-6:30pm,13,male,black/African-American (having origins in Sub-Saharan Africa,9 or more,"$60,001-70,000"
Family Swim 06/20/25 5:30-6:30pm,6,male,black/African-American (having origins in Sub-Saharan Africa,9 or more,"$60,001-70,000"
Family Swim 06/20/25 5:30-6:30pm,12,female,black/African-American (having origins in Sub-Saharan Africa,9 or more,"$60,001-70,000"
Family Swim 06/20/25 5:30-6:30pm,8,female,black/African-American (having origins in Sub-Saharan Africa,9 or more,"$60,001-70,000"
Family Swim 06/20/25 5:30-6:30pm,17,male,black/African-American (having origins in Sub-Saharan Africa,7,"<$10,000"
Family Swim 06/20/25 5:30-6:30pm,17,male,black/African-American (having origins in Sub-Saharan Africa,6,"<$10,000"
Family Swim 06/20/25 5:30-6:30pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 06/20/25 5:30-6:30pm,17,male,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 06/20/25 5:30-6:30pm,48,female,black/African-American (having origins in Sub-Saharan Africa,3,"$30,001-40,000"
Family Swim 06/20/25 5:30-6:30pm,14,male,black/African-American (having origins in Sub-Saharan Africa,4,"$50,001-60,000"
Family Swim 06/20/25 5:30-6:30pm,23,female,black/African-American (having origins in Sub-Saharan Africa,6,"$70,001-80,000"
Family Swim 06/20/25 5:30-6:30pm,16,male,black/African-American (having origins in Sub-Saharan Africa,6,"$20,001-30,000"
Family Swim 06/20/25 5:30-6:30pm,6,female,black/African-American (having origins in Sub-Saharan Africa,3,"<$10,000"
Family Swim 06/20/25 5:30-6:30pm,42,female,black/African-American (having origins in Sub-Saharan Africa,6,"$30,001-40,000"
Family Swim 06/20/25 5:30-6:30pm,2,female,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 06/20/25 5:30-6:30pm,4,female,black/African-American (having origins in Sub-Saharan Africa,4,"$30,001-40,000"
Family Swim 06/20/25 5:30-6:30pm,16,male,black/African-American (having origins in Sub-Saharan Africa,7,"$60,001-70,000"
Family Swim 06/20/25 5:30-6:30pm,10,male,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 06/20/25 5:30-6:30pm,11,male,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 06/20/25 5:30-6:30pm,17,male,black/African-American (having origins in Sub-Saharan Africa,8,"$10,001-20,000"
Family Swim 06/20/25 5:30-6:30pm,16,male,black/African-American (having origins in Sub-Saharan Africa,9 or more,"<$10,000"
Family Swim 06/20/25 5:30-6:30pm,38,female,black/African-American (having origins in Sub-Saharan Africa,9 or more,"<$10,000"
Family Swim 06/20/25 5:30-6:30pm,16,male,black/African-American (having origins in Sub-Saharan Africa,8,"$20,001-30,000"
Family Swim 06/20/25 5:30-6:30pm,13,female,black/African-American (having origins in Sub-Saharan Africa,8,"$20,001-30,000"
Family Swim 06/23/25 4:00-5:00pm,53,male,black/African-American (having origins in Sub-Saharan Africa,8,"$20,001-30,000"
Family Swim 06/23/25 4:00-5:00pm,10,female,black/African-American (having origins in Sub-Saharan Africa,4,"$20,001-30,000"
Family Swim 06/23/25 4:00-5:00pm,12,male,black/African-American (having origins in Sub-Saharan Africa,4,"$20,001-30,000"
Family Swim 06/23/25 4:00-5:00pm,37,male,black/African-American (having origins in Sub-Saharan Africa,5,"$20,001-30,000"
Family Swim 06/23/25 4:00-5:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,7,"<$10,000"
Family Swim 06/23/25 4:00-5:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,6,"<$10,000"
Family Swim 06/23/25 4:00-5:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 06/23/25 4:00-5:00pm,1,female,black/African-American (having origins in Sub-Saharan Africa,4,"$50,001-60,000"
Family Swim 06/23/25 4:00-5:00pm,7,female,black/African-American (having origins in Sub-Saharan Africa,3,"$30,001-40,000"
Family Swim 06/23/25 4:00-5:00pm,14,male,black/African-American (having origins in Sub-Saharan Africa,4,"$50,001-60,000"
Family Swim 06/23/25 4:00-5:00pm,22,male,black/African-American (having origins in Sub-Saharan Africa,4,"$40,001-50,000"
Family Swim 06/23/25 4:00-5:00pm,20,male,black/African-American (having origins in Sub-Saharan Africa,4,"$40,001-50,000"
Family Swim 06/23/25 4:00-5:00pm,13,female,black/African-American (having origins in Sub-Saharan Africa,2,"<$10,000"
Family Swim 06/23/25 4:00-5:00pm,6,female,black/African-American (having origins in Sub-Saharan Africa,3,"<$10,000"
Family Swim 06/23/25 4:00-5:00pm,42,female,black/African-American (having origins in Sub-Saharan Africa,6,"$30,001-40,000"
Family Swim 06/23/25 4:00-5:00pm,11,female,black/African-American (having origins in Sub-Saharan Africa,5,"$10,001-20,000"
Family Swim 06/23/25 4:00-5:00pm,14,male,black/African-American (having origins in Sub-Saharan Africa,5,"$10,001-20,000"
Family Swim 06/23/25 4:00-5:00pm,30,female,black/African-American (having origins in Sub-Saharan Africa,4,"$20,001-30,000"
Family Swim 06/23/25 4:00-5:00pm,4,male,black/African-American (having origins in Sub-Saharan Africa,5,"$20,001-30,000"
Family Swim 06/23/25 4:00-5:00pm,6,female,black/African-American (having origins in Sub-Saharan Africa,5,"$20,001-30,000"
Family Swim 06/23/25 4:00-5:00pm,8,female,black/African-American (having origins in Sub-Saharan Africa,5,"$30,001-40,000"
Family Swim 06/23/25 4:00-5:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,8,"$10,001-20,000"
Family Swim 06/23/25 4:00-5:00pm,24,male,"white/European descent,",3,"$10,001-20,000"
Family Swim 06/23/25 4:00-5:00pm,16,male,black/African-American (having origins in Sub-Saharan Africa,8,"$20,001-30,000"
Family Swim 06/23/25 4:00-5:00pm,13,female,black/African-American (having origins in Sub-Saharan Africa,8,"$20,001-30,000"
Family Swim 06/24/25 3:00-4:00pm,13,male,black/African-American (having origins in Sub-Saharan Africa,9 or more,"$60,001-70,000"
Family Swim 06/24/25 3:00-4:00pm,6,male,black/African-American (having origins in Sub-Saharan Africa,9 or more,"$60,001-70,000"
Family Swim 06/24/25 3:00-4:00pm,12,male,black/African-American (having origins in Sub-Saharan Africa,9 or more,"$60,001-70,000"
Family Swim 06/24/25 3:00-4:00pm,8,female,black/African-American (having origins in Sub-Saharan Africa,9 or more,"$60,001-70,000"
Family Swim 06/24/25 3:00-4:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,7,"<$10,000"
Family Swim 06/24/25 3:00-4:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 06/24/25 3:00-4:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 06/24/25 3:00-4:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 06/24/25 3:00-4:00pm,48,female,black/African-American (having origins in Sub-Saharan Africa,3,"$30,001-40,000"
Family Swim 06/24/25 3:00-4:00pm,1,female,black/African-American (having origins in Sub-Saharan Africa,4,"$50,001-60,000"
Family Swim 06/24/25 3:00-4:00pm,17, male,black/African-American (having origins in Sub-Saharan Africa,9 or more,"<$10,000"
Family Swim 06/24/25 3:00-4:00pm,22,male,black/African-American (having origins in Sub-Saharan Africa,4,"$40,001-50,000"
Family Swim 06/24/25 3:00-4:00pm,6,female,black/African-American (having origins in Sub-Saharan Africa,3,"<$10,000"
Family Swim 06/24/25 3:00-4:00pm,42,female,black/African-American (having origins in Sub-Saharan Africa,6,"$30,001-40,000"
Family Swim 06/24/25 3:00-4:00pm,13,male,"white/European descent,",5,"<$10,000"
Family Swim 06/24/25 3:00-4:00pm,14,male,"white/European descent,",5,"<$10,000"
Family Swim 06/24/25 3:00-4:00pm,38,female,"white/European descent,",5,"$80,001-90,000"
Family Swim 06/24/25 3:00-4:00pm,8,female,"white/European descent,",5,"<$10,000"
Family Swim 06/24/25 3:00-4:00pm,39,female,black/African-American (having origins in Sub-Saharan Africa,9 or more,"<$10,000"
Family Swim 06/24/25 3:00-4:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 06/25/25 3:00-4:00pm,13,male,black/African-American (having origins in Sub-Saharan Africa,9 or more,"$60,001-70,000"
Family Swim 06/25/25 3:00-4:00pm,6,male,black/African-American (having origins in Sub-Saharan Africa,9 or more,"$60,001-70,000"
Family Swim 06/25/25 3:00-4:00pm,12,female,black/African-American (having origins in Sub-Saharan Africa,9 or more,"$60,001-70,000"
Family Swim 06/25/25 3:00-4:00pm,8,female,black/African-American (having origins in Sub-Saharan Africa,9 or more,"$60,001-70,000"
Family Swim 06/25/25 3:00-4:00pm,11,male,black/African-American (having origins in Sub-Saharan Africa,5,"$40,001-50,000"
Family Swim 06/25/25 3:00-4:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 06/25/25 3:00-4:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 06/25/25 3:00-4:00pm,8,female,black/African-American (having origins in Sub-Saharan Africa,9 or more,"$60,001-70,000"
Family Swim 06/25/25 3:00-4:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 06/25/25 3:00-4:00pm,48,female,black/African-American (having origins in Sub-Saharan Africa,3,"$30,001-40,000"
Family Swim 06/25/25 3:00-4:00pm,22,male,black/African-American (having origins in Sub-Saharan Africa,4,"$40,001-50,000"
Family Swim 06/25/25 3:00-4:00pm,20,male,black/African-American (having origins in Sub-Saharan Africa,4,"$40,001-50,000"
Family Swim 06/25/25 3:00-4:00pm,6,female,black/African-American (having origins in Sub-Saharan Africa,3,"<$10,000"
Family Swim 06/25/25 3:00-4:00pm,42,female,black/African-American (having origins in Sub-Saharan Africa,6,"$30,001-40,000"
Family Swim 06/25/25 3:00-4:00pm,14,male,"white/European descent,",3,"$10,001-20,000"
Family Swim 06/25/25 3:00-4:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 06/25/25 3:00-4:00pm,19,male,black/African-American (having origins in Sub-Saharan Africa,5,"$40,001-50,000"
Family Swim 06/25/25 3:00-4:00pm,24,male,"white/European descent,",3,"$10,001-20,000"
Family Swim 06/25/25 3:00-4:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 06/27/25 4:00-5:00pm,38,male,black/African-American (having origins in Sub-Saharan Africa,5,"$10,001-20,000"
Family Swim 06/27/25 4:00-5:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 06/27/25 4:00-5:00pm,33,female,black/African-American (having origins in Sub-Saharan Africa,5,"$20,001-30,000"
Family Swim 06/27/25 4:00-5:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 06/27/25 4:00-5:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
