Program,Age ,Gender,Race,Household,House income 
Family Swim 06/27/25 4:00-5:00pm,7,female,black/African-American (having origins in Sub-Saharan Africa,3,"$30,001-40,000"
Family Swim 06/27/25 4:00-5:00pm,1,female,black/African-American (having origins in Sub-Saharan Africa,4,"$50,001-60,000"
Family Swim 06/27/25 4:00-5:00pm,7,female,black/African-American (having origins in Sub-Saharan Africa,3,"$30,001-40,000"
Family Swim 06/27/25 4:00-5:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,9 or more,"<$10,000"
Family Swim 06/27/25 4:00-5:00pm,12,male,black/African-American (having origins in Sub-Saharan Africa,1,"<$10,000"
Family Swim 06/27/25 4:00-5:00pm,6,female,black/African-American (having origins in Sub-Saharan Africa,3,"<$10,000"
Family Swim 06/27/25 4:00-5:00pm,42,female,black/African-American (having origins in Sub-Saharan Africa,6,"$30,001-40,000"
Family Swim 06/27/25 4:00-5:00pm,16,male,black/African-American (having origins in Sub-Saharan Africa,7,"$60,001-70,000"
Family Swim 06/27/25 4:00-5:00pm,30,female,black/African-American (having origins in Sub-Saharan Africa,4,"$20,001-30,000"
Family Swim 06/27/25 4:00-5:00pm,18,male,black/African-American (having origins in Sub-Saharan Africa,9 or more,"<$10,000"
Family Swim 06/27/25 4:00-5:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,8,"$10,001-20,000"
Family Swim 06/27/25 4:00-5:00pm,16,male,black/African-American (having origins in Sub-Saharan Africa,9 or more,"<$10,000"
Family Swim 06/27/25 4:00-5:00pm,16,male,black/African-American (having origins in Sub-Saharan Africa,4,"$30,001-40,000"
Family Swim 06/27/25 4:00-5:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,8,"$20,001-30,000"
Family Swim 06/27/25 4:00-5:00pm,16,male,black/African-American (having origins in Sub-Saharan Africa,8,"$20,001-30,000"
Family Swim 06/27/25 4:00-5:00pm,13,female,black/African-American (having origins in Sub-Saharan Africa,8,"$20,001-30,000"
Family Swim 06/27/25 4:00-5:00pm,9,male,black/African-American (having origins in Sub-Saharan Africa,3,"$20,001-30,000"
Family Swim 06/27/25 4:00-5:00pm,5,female,black/African-American (having origins in Sub-Saharan Africa,3,"$20,001-30,000"
Family Swim 06/27/25 4:00-5:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
 Family Swim 06/27/25 5:00-6:00pm,14,male,black/African-American (having origins in Sub-Saharan Africa,4,"$50,001-60,000"
 Family Swim 06/27/25 5:00-6:00pm,22,male,black/African-American (having origins in Sub-Saharan Africa,4,"$40,001-50,000"
 Family Swim 06/27/25 5:00-6:00pm,20,male,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
 Family Swim 06/27/25 5:00-6:00pm,10,male,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
 Family Swim 06/27/25 5:00-6:00pm,12,female,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
 Family Swim 06/27/25 5:00-6:00pm,5,female,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
 Family Swim 06/27/25 5:00-6:00pm,24,male,"white/European descent,",3,"$10,001-20,000"
Family Swim 06/29/25 2:30-3:30pm,13,male,black/African-American (having origins in Sub-Saharan Africa,9 or more,"$60,001-70,000"
Family Swim 06/29/25 2:30-3:30pm,6,male,black/African-American (having origins in Sub-Saharan Africa,9 or more,"$60,001-70,000"
Family Swim 06/29/25 2:30-3:30pm,12,female,black/African-American (having origins in Sub-Saharan Africa,9 or more,"$60,001-70,000"
Family Swim 06/29/25 2:30-3:30pm,8,female,black/African-American (having origins in Sub-Saharan Africa,9 or more,"$60,001-70,000"
Family Swim 06/29/25 2:30-3:30pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 06/29/25 2:30-3:30pm,17,male,black/African-American (having origins in Sub-Saharan Africa,9 or more,"<$10,000"
Family Swim 06/29/25 2:30-3:30pm,13,female,black/African-American (having origins in Sub-Saharan Africa,2,"<$10,000"
Family Swim 06/29/25 2:30-3:30pm,34,male,"Middle Eastern/North African (including the Middle East, North Africa, and the Arab world)",5,"$10,001-20,000"
Family Swim 06/29/25 2:30-3:30pm,43,female,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 06/29/25 2:30-3:30pm,43,female,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 06/29/25 2:30-3:30pm,43,female,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 06/29/25 2:30-3:30pm,6,female,"Middle Eastern/North African (including the Middle East, North Africa, and the Arab world)",5,"<$10,000"
Family Swim 06/29/25 2:30-3:30pm,8,female,"middle Eastern/North African (including the Middle East, North Africa, and the Arab world)",5,"<$10,000"
Family Swim 06/29/25 2:30-3:30pm,8,female,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 06/29/25 2:30-3:30pm,7,female,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 06/30/25 4:00-5:00pm,37,male,black/African-American (having origins in Sub-Saharan Africa,5,"$20,001-30,000"
Family Swim 06/30/25 4:00-5:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,7,"<$10,000"
Family Swim 06/30/25 4:00-5:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,6,"<$10,000"
Family Swim 06/30/25 4:00-5:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 06/30/25 4:00-5:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 06/30/25 4:00-5:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 06/30/25 4:00-5:00pm,4,male,black/African-American (having origins in Sub-Saharan Africa,5,"$20,001-30,000"
Family Swim 06/30/25 4:00-5:00pm,6,female,black/African-American (having origins in Sub-Saharan Africa,5,"$20,001-30,000"
Family Swim 06/30/25 4:00-5:00pm,8,female,black/African-American (having origins in Sub-Saharan Africa,5,"$30,001-40,000"
Family Swim 06/30/25 4:00-5:00pm,39,female,Multiracial,4,"$30,001-40,000"
Family Swim 07/06/25 2:30-3:30pm,17,male,black/African-American (having origins in Sub-Saharan Africa,7,"<$10,000"
Family Swim 07/06/25 2:30-3:30pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 07/06/25 2:30-3:30pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 07/06/25 2:30-3:30pm,14,male,"white/European descent,",3,"$10,001-20,000"
Family Swim 07/06/25 2:30-3:30pm,18,male,Multiracial,1,"<$10,000"
Family Swim 07/06/25 2:30-3:30pm,24,male,"white/European descent,",3,"$10,001-20,000"
Family Swim 07/06/25 2:30-3:30pm,17,male,black/African-American (having origins in Sub-Saharan Africa,8,"$20,001-30,000"
Family Swim 07/06/25 2:30-3:30pm,13,male,black/African-American (having origins in Sub-Saharan Africa,8,"$20,001-30,000"
Family Swim 07/06/25 2:30-3:30pm,13,female,black/African-American (having origins in Sub-Saharan Africa,8,"$20,001-30,000"
Family Swim 07/06/25 2:30-3:30pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 07/07/25 4:00-5:00pm,42,female,black/African-American (having origins in Sub-Saharan Africa,6,"$30,001-40,000"
Family Swim 07/07/25 4:00-5:00pm,2,female,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 07/07/25 4:00-5:00pm,4,female,black/African-American (having origins in Sub-Saharan Africa,4,"$30,001-40,000"
Family Swim 07/11/25 4:00-5:00pm,13,male,black/African-American (having origins in Sub-Saharan Africa,9 or more,"$60,001-70,000"
Family Swim 07/11/25 4:00-5:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,7,"<$10,000"
Family Swim 07/11/25 4:00-5:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 07/11/25 4:00-5:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 07/11/25 4:00-5:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 07/11/25 4:00-5:00pm,13,female,black/African-American (having origins in Sub-Saharan Africa,2,"<$10,000"
Family Swim 07/11/25 4:00-5:00pm,6,female,black/African-American (having origins in Sub-Saharan Africa,3,"<$10,000"
Family Swim 07/11/25 4:00-5:00pm,42,female,black/African-American (having origins in Sub-Saharan Africa,6,"$30,001-40,000"
Family Swim 07/11/25 4:00-5:00pm,2,female,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 07/11/25 4:00-5:00pm,4,female,black/African-American (having origins in Sub-Saharan Africa,4,"$30,001-40,000"
Family Swim 07/11/25 4:00-5:00pm,16,male,black/African-American (having origins in Sub-Saharan Africa,7,"$60,001-70,000"
Family Swim 07/11/25 4:00-5:00pm,25,female,black/African-American (having origins in Sub-Saharan Africa,1,"<$10,000"
Family Swim 07/11/25 4:00-5:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,8,"$10,001-20,000"
Family Swim 07/11/25 4:00-5:00pm,16,male,black/African-American (having origins in Sub-Saharan Africa,9 or more,"<$10,000"
Family Swim 07/11/25 4:00-5:00pm,16,male,black/African-American (having origins in Sub-Saharan Africa,4,"$30,001-40,000"
Family Swim 07/11/25 4:00-5:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,8,"$20,001-30,000"
Family Swim 07/11/25 4:00-5:00pm,16,male,black/African-American (having origins in Sub-Saharan Africa,8,"$20,001-30,000"
Family Swim 07/14/25 4:00-5:00pm,22,male,black/African-American (having origins in Sub-Saharan Africa,4,"$40,001-50,000"
Family Swim 07/14/25 4:00-5:00pm,20,male,black/African-American (having origins in Sub-Saharan Africa,4,"$40,001-50,000"
Family Swim 07/14/25 4:00-5:00pm,14,male,"white/European descent,",3,"$10,001-20,000"
Family Swim 07/14/25 4:00-5:00pm,37,female,"white/European descent,",1,"$80,001-90,000"
Family Swim 07/14/25 4:00-5:00pm,7,female,"White/European descent, Black/African-American (having origins in Sub-Saharan Africa), Asian (e.g. Central Asian, East Asian, South Asian, Southeast Asian),",7,"$50,001-60,000"
Family Swim 07/14/25 4:00-5:00pm,24,male,"white/European descent,",3,"$10,001-20,000"
Family Swim 07/18/25 5:00-6:00pm,13,male,black/African-American (having origins in Sub-Saharan Africa,9 or more,"$60,001-70,000"
Family Swim 07/18/25 5:00-6:00pm,12,female,black/African-American (having origins in Sub-Saharan Africa,9 or more,"$60,001-70,000"
Family Swim 07/18/25 5:00-6:00pm,13,female,black/African-American (having origins in Sub-Saharan Africa,2,"<$10,000"
Family Swim 07/18/25 5:00-6:00pm,37,female,"white/European descent,",1,"$80,001-90,000"
Family Swim 07/18/25 5:00-6:00pm,7,female,"White/European descent, Black/African-American (having origins in Sub-Saharan Africa), Asian (e.g. Central Asian, East Asian, South Asian, Southeast Asian),",7,"$50,001-60,000"
Family Swim 07/18/25 5:00-6:00pm,11,female,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 07/18/25 5:00-6:00pm,18,male,black/African-American (having origins in Sub-Saharan Africa,9 or more,"<$10,000"
Family Swim 07/18/25 5:00-6:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,8,"$10,001-20,000"
Family Swim 07/18/25 5:00-6:00pm,16,male,black/African-American (having origins in Sub-Saharan Africa,4,"$30,001-40,000"
Family Swim 07/18/25 5:00-6:00pm,24,male,"white/European descent,",3,"$10,001-20,000"
Family Swim 07/18/25 5:00-6:00pm,16,male,black/African-American (having origins in Sub-Saharan Africa,8,"$20,001-30,000"
Family Swim 07/18/25 5:00-6:00pm,13,female,black/African-American (having origins in Sub-Saharan Africa,8,"$20,001-30,000"
 Family Swim 07/20/25 2:30-3:30pm,21,female,"white/European descent,",1,"<$10,000"
Family Swim 07/21/25 4:00-5:00pm,1,female,black/African-American (having origins in Sub-Saharan Africa,4,"$50,001-60,000"
Family Swim 07/21/25 4:00-5:00pm,7,female,black/African-American (having origins in Sub-Saharan Africa,3,"$30,001-40,000"
Family Swim 07/21/25 4:00-5:00pm,46,female,"white/European descent,",3,"$90,001+"
Family Swim 07/21/25 4:00-5:00pm,30,female,black/African-American (having origins in Sub-Saharan Africa,4,"$20,001-30,000"
Family Swim 07/21/25 4:00-5:00pm,8,male,"white/European descent,",1,"$90,001+"
Family Swim 07/21/25 4:00-5:00pm,16,male,black/African-American (having origins in Sub-Saharan Africa,8,"$20,001-30,000"
Family Swim 07/21/25 4:00-5:00pm,24,male,"white/European descent,",3,"$10,001-20,000"
Family Swim 07/21/25 4:00-5:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,8,"$20,001-30,000"
Family Swim 07/21/25 4:00-5:00pm,16,male,black/African-American (having origins in Sub-Saharan Africa,8,"$20,001-30,000"
Family Swim 07/21/25 4:00-5:00pm,13,female,black/African-American (having origins in Sub-Saharan Africa,8,"$20,001-30,000"
Family Swim 07/25/25 5:00-6:00pm,13,male,black/African-American (having origins in Sub-Saharan Africa,9 or more,"$60,001-70,000"
Family Swim 07/25/25 5:00-6:00pm,6,male,black/African-American (having origins in Sub-Saharan Africa,9 or more,"$60,001-70,000"
Family Swim 07/25/25 5:00-6:00pm,12,female,black/African-American (having origins in Sub-Saharan Africa,9 or more,"$60,001-70,000"
Family Swim 07/25/25 5:00-6:00pm,6,male,black/African-American (having origins in Sub-Saharan Africa,9 or more,"$60,001-70,000"
Family Swim 07/25/25 5:00-6:00pm,13,female,"white/European descent,",4,"$40,001-50,000"
Family Swim 07/25/25 5:00-6:00pm,12,female,"white/European descent,",4,"$40,001-50,000"
Family Swim 07/25/25 5:00-6:00pm,4,male,black/African-American (having origins in Sub-Saharan Africa,5,"$20,001-30,000"
Family Swim 07/25/25 5:00-6:00pm,35,female,black/African-American (having origins in Sub-Saharan Africa,5,"$10,001-20,000"
Family Swim 07/25/25 5:00-6:00pm,11,female,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 07/25/25 5:00-6:00pm,18,male,black/African-American (having origins in Sub-Saharan Africa,9 or more,"<$10,000"
Family Swim 07/25/25 5:00-6:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,8,"$10,001-20,000"
Family Swim 07/25/25 5:00-6:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 07/25/25 5:00-6:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 07/25/25 5:00-6:00pm,16,male,black/African-American (having origins in Sub-Saharan Africa,9 or more,"<$10,000"
Family Swim 07/25/25 5:00-6:00pm,16,male,black/African-American (having origins in Sub-Saharan Africa,4,"$30,001-40,000"
Family Swim 07/25/25 5:00-6:00pm,24,male,"white/European descent,",3,"$10,001-20,000"
Family Swim 07/25/25 5:00-6:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,8,"$20,001-30,000"
Family Swim 07/25/25 5:00-6:00pm,17,male,black/African-American (having origins in Sub-Saharan Africa,1,"<$10,000"
 Family Swim 07/27/25 11-12:00pm,40,male,black/African-American (having origins in Sub-Saharan Africa,3,"<$10,000"
 Family Swim 07/27/25 11-12:00pm,34,male,"white/European descent,",2,"$50,001-60,000"
Family Swim 1/12/2025 3:30-4:30,36,male,"white/European descent,",4,"$60,001-70,000"
Family Swim 1/12/2025 3:30-4:30,8,male,"white/European descent,",5,"$30,001-40,000"
Family Swim 1/12/2025 3:30-4:30,33,female,"white/European descent,",3,"$60,001-70,000"
Family Swim 1/12/2025 3:30-4:30,6,female,"white/European descent,",3,"$60,001-70,000"
Family Swim 1/12/2025 3:30-4:30,14,female,black/African-American (having origins in Sub-Saharan Africa,5,"$90,001+"
Family Swim 1/12/2025 3:30-4:30,10,female,"white/European descent,",4,"$10,001-20,000"
Family Swim 1/12/2025 3:30-4:30,7,female,"White/European descent, Black/African-American (having origins in Sub-Saharan Africa), Asian (e.g. Central Asian, East Asian, South Asian, Southeast Asian)",7,"$50,001-60,000"
Family Swim 1/12/2025 3:30-4:30,5,male,"white/European descent,",4,"$10,001-20,000"
Family Swim 1/12/2025 3:30-4:30,35,female,"white/European descent,",4,"$10,001-20,000"
Family Swim 1/12/2025 3:30-4:30,13,male,"white/European descent,",4,"$10,001-20,000"
Family Swim 1/12/2025 3:30-4:30,34,female,"white/European descent,",3,"$20,001-30,000"
Family Swim 1/12/2025 3:30-4:30,3,male,"white/European descent,",3,"$90,001+"
Family Swim 1/12/2025 3:30-4:30,29,female,"white/European descent,",4,"$90,001+"
Family Swim 1/12/2025 3:30-4:30,13,female,"white/European descent,",4,"$90,001+"
Family Swim 1/12/2025 3:30-4:30,43,female,"white/European descent,",4,"$90,001+"
Family Swim 1/12/2025 3:30-4:30,10,male,"white/European descent,",4,"$90,001+"
Family Swim 1/12/2025 3:30-4:30,29,female,"white/European descent,",4,"$20,001-30,000"
Family Swim 1/12/2025 3:30-4:30,11,female,"white/European descent,",3,"$20,001-30,000"
Family Swim 1/12/2025 3:30-4:30,36,male,"white/European descent,",4,"$40,001-50,000"
Family Swim 1/12/2025 3:30-4:30,35,female,"white/European descent,",4,"$10,001-20,000"
Family Swim 1/12/2025 3:30-4:30,6,male,"white/European descent,",4,"$50,001-60,000"
Family Swim 1/12/2025 3:30-4:30,12,male,"white/European descent,",4,"$50,001-60,000"
Family Swim 1/12/2025 3:30-4:30,35,male,"white/European descent,",1,"$20,001-30,000"
Family Swim 1/12/2025 3:30-4:30,3,male,"white/European descent,",3,"$20,001-30,000"
Family Swim 1/2/25 3:00-4:00pm,43,male,"white/European descent,",4,"$80,001-90,000"
Family Swim 1/2/25 3:00-4:00pm,43,female,"white/European descent,",3,"<$10,000"
Family Swim 1/2/25 3:00-4:00pm,10,female,"white/European descent,",3,"<$10,000"
Family Swim 1/2/25 5:00-6:00pm,48, male,"white/European descent,",5,"$50,001-60,000"
Family Swim 1/2/25 5:00-6:00pm,7,female,"white/European descent,",5,"$50,001-60,000"
Family Swim 1/2/25 5:00-6:00pm,5,female,"white/European descent,",5,"$50,001-60,000"
Family Swim 1/2/25 5:00-6:00pm,4,female,"White/European descent, Hispanic/Latino/Latinx (e.g. identify as Hispanic or Latino with ties to Latin America, can be any race)",1,"$90,001+"
Family Swim 1/2/25 5:00-6:00pm,7,female,"white/European descent,",6,"$30,001-40,000"
Family Swim 1/2/25 5:00-6:00pm,34,female,"White/European descent, Hispanic/Latino/Latinx (e.g. identify as Hispanic or Latino with ties to Latin America, can be any race)",3,"$90,001+"
Family Swim 1/2/25 5:00-6:00pm,34,female,"white/European descent,",3,"$20,001-30,000"
Family Swim 1/2/25 5:00-6:00pm,11,female,"white/European descent,",3,"$20,001-30,000"
Family Swim 1/2/25 5:00-6:00pm,3,male,"white/European descent,",3,"$20,001-30,000"
 Family Swim 1/24/25 6:00-7:00pm,7,male,"white/European descent,",4,"<$10,000"
 Family Swim 1/24/25 6:00-7:00pm,36,male,"white/European descent,",4,"$90,001+"
 Family Swim 1/24/25 6:00-7:00pm,2,female,"white/European descent,",4,"<$10,000"
 Family Swim 1/24/25 6:00-7:00pm,31,female,"white/European descent,",4,"<$10,000"
 Family Swim 1/24/25 6:00-7:00pm,28,male,"white/European descent,",3,"$90,001+"
 Family Swim 1/24/25 6:00-7:00pm,29,female,"white/European descent,",3,"$90,001+"
 Family Swim 1/24/25 6:00-7:00pm,5,female,"white/European descent,",3,"$90,001+"
 Family Swim 1/24/25 6:00-7:00pm,7,female,"white/European descent,",3,"$90,001+"
 Family Swim 1/24/25 6:00-7:00pm,35,female,"white/European descent,",3,"$90,001+"
 Family Swim 1/24/25 6:00-7:00pm,34,female,"white/European descent,",3,"$20,001-30,000"
 Family Swim 1/24/25 6:00-7:00pm,11,female,"white/European descent,",3,"$20,001-30,000"
 Family Swim 1/24/25 6:00-7:00pm,39,male,"white/European descent,",4,"$70,001-80,000"
 Family Swim 1/24/25 6:00-7:00pm,12,male,"white/European descent,",4,"$70,001-80,000"
 Family Swim 1/24/25 6:00-7:00pm,10,male,"white/European descent,",4,"$70,001-80,000"
 Family Swim 1/24/25 6:00-7:00pm,27,female,"white/European descent,",4,"$70,001-80,000"
Family Swim 1/5/2025 3:30-4:30,37,female,"white/European descent,",4,"$40,001-50,000"
Family Swim 1/5/2025 3:30-4:30,8,male,"white/European descent,",4,"$40,001-50,000"
Family Swim 1/5/2025 3:30-4:30,34,female,"white/European descent,",3,"$90,001+"
Family Swim 1/5/2025 3:30-4:30,7,male,"white/European descent,",3,"$90,001+"
Family Swim 1/5/2025 3:30-4:30,14,female,black/African-American (having origins in Sub-Saharan Africa,5,"$90,001+"
Family Swim 1/5/2025 3:30-4:30,5,male,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 1/5/2025 3:30-4:30,3,female,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 1/5/2025 3:30-4:30,34,male,black/African-American (having origins in Sub-Saharan Africa,5,"$70,001-80,000"
Family Swim 1/5/2025 3:30-4:30,13,female,"white/European descent,",4,"$90,001+"
Family Swim 1/5/2025 3:30-4:30,43,female,"white/European descent,",4,"$90,001+"
Family Swim 1/5/2025 3:30-4:30,10,male,"white/European descent,",4,"$90,001+"
Family Swim 1/5/2025 3:30-4:30,16,female,"white/European descent,",4,"$40,001-50,000"
Family Swim 1/5/2025 3:30-4:30,13,male,"white/European descent,",4,"$40,001-50,000"
Family Swim 10/06/2025 4:00-5:00pm,34,male,"middle Eastern/North African (including the Middle East, North Africa, and the Arab world)",5,"$10,001-20,000"
Family Swim 10/06/2025 4:00-5:00pm,6,female,"middle Eastern/North African (including the Middle East, North Africa, and the Arab world)",5,"<$10,000"
Family Swim 10/06/2025 4:00-5:00pm,8,female,"middle Eastern/North African (including the Middle East, North Africa, and the Arab world)",5,"<$10,000"
Family Swim 10/06/2025 4:00-5:00pm,4,female,"middle Eastern/North African (including the Middle East, North Africa, and the Arab world)",5,"<$10,000"
Family Swim 10/06/2025 4:00-5:00pm,24,male,"white/European descent,",3,"$10,001-20,000"
Family Swim 10/10/2025 5:30-6:30pm,31,female,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 10/10/2025 5:30-6:30pm,1,male,black/African-American (having origins in Sub-Saharan Africa,4,"<$10,000"
Family Swim 10/10/2025 5:30-6:30pm,4,female,black/African-American (having origins in Sub-Saharan Africa,5,"<$10,000"
Family Swim 10/10/2025 5:30-6:30pm,33,male,black/African-American (having origins in Sub-Saharan Africa,5,"$30,001-40,000"
Family Swim 10/13/2025 4:00-5:00pm,46,female,"white/European descent,",3,"$90,001+"
Family Swim 10/13/2025 4:00-5:00pm,8,male,"white/European descent,",1,"$90,001+"
Family Swim 10/13/2025 4:00-5:00pm,10,male,"white/European descent,",3,"$70,001-80,000"
Family Swim 10/13/2025 4:00-5:00pm,3,male,"white/European descent,",3,"$70,001-80,000"
Family Swim 10/13/2025 4:00-5:00pm,42,female,"white/European descent,",3,"$70,001-80,000"
Family Swim 10/13/2025 4:00-5:00pm,24,male,"white/European descent,",3,"$10,001-20,000"
Family Swim 10/17/2025 5:30-6:30pm,10,male,multiracial,4,"$30,001-40,000"
Family Swim 10/17/2025 5:30-6:30pm,13,female,multiracial,4,"$30,001-40,000"
Family Swim 10/17/2025 5:30-6:30pm,7,male,"white/European descent,",5,"$40,001-50,000"
Family Swim 10/17/2025 5:30-6:30pm,24,male,"white/European descent,",3,"$10,001-20,000"
Family Swim 10/20/2025 4:00-5:00pm,46,female,"white/European descent,",3,"$90,001+"
Family Swim 10/20/2025 4:00-5:00pm,41,male,"white/European descent,",3,"$90,001+"
Family Swim 10/20/2025 4:00-5:00pm,8,male,"white/European descent,",1,"$90,001+"
Family Swim 10/24/2025 5:30-6:30pm,9,male,"white/European descent,",3,"$30,001-40,000"
Family Swim 10/24/2025 5:30-6:30pm,34,male,"white/European descent,",3,"$30,001-40,000"
Family Swim 10/24/2025 5:30-6:30pm,0,male,"Asian (e.g. Central Asian, East Asian, South Asian, Southeast Asian)",3,"$90,001+"
Family Swim 10/24/2025 5:30-6:30pm,3,female,"Asian (e.g. Central Asian, East Asian, South Asian, Southeast Asian)",3,"$90,001+"
Family Swim 10/24/2025 5:30-6:30pm,10,male,multiracial,4,"$30,001-40,000"
Family Swim 10/24/2025 5:30-6:30pm,13,female,multiracial,4,"$30,001-40,000"
Family Swim 10/24/2025 5:30-6:30pm,76,male,"white/European descent,",4,"$20,001-30,000"
Family Swim 10/24/2025 5:30-6:30pm,24, male,"white/European descent,",3,"$10,001-20,000"
Family Swim 10/24/2025 5:30-6:30pm,36,female,"Asian (e.g. Central Asian, East Asian, South Asian, Southeast Asian)",3,"$90,001+"
